Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Hour,Pedestrian_Count,Weather_Temperature,Weather_Precipitation,Weather_Wind_Speed,Event_Flag,Holiday_Flag,Day_of_Week,Month,Season,Attraction_Score,Tourist_Saturation_Level
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-12-30,12,32274,5.75,0.91,15.17,0,0,5,12,Winter,18.417,0.424
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2023-12-31,12,63528,8.38,0.0,12.6,0,0,6,12,Winter,32.812,0.626
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-01,12,62946,19.49,0.0,8.56,0,1,0,1,Winter,73.588,0.89
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-02,12,20892,1.82,0.0,10.5,0,0,1,1,Winter,6.363,0.174
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-03,12,28138,15.2,0.0,18.7,0,0,2,1,Winter,53.139,0.797
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-04,12,22449,4.4,1.52,7.19,0,0,3,1,Winter,10.706,0.275
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-05,12,37176,3.52,0.0,4.41,0,0,4,1,Winter,12.306,0.309
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-06,12,25437,12.94,0.0,13.65,0,0,5,1,Winter,50.667,0.781
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-07,12,89500,16.37,0.0,9.11,0,0,6,1,Winter,64.097,0.854
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-08,12,26620,4.91,0.0,11.32,0,0,0,1,Winter,17.165,0.402
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-09,12,36583,13.91,0.0,11.84,0,0,1,1,Winter,48.629,0.768
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-10,12,39945,13.56,0.0,9.05,0,0,2,1,Winter,47.406,0.759
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-11,12,18001,5.87,0.0,10.69,0,0,3,1,Winter,20.522,0.46
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-12,12,39010,6.69,0.9,14.74,0,0,4,1,Winter,19.178,0.437
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-13,12,49750,8.92,0.0,18.86,0,0,5,1,Winter,34.926,0.649
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-14,12,61921,5.55,1.24,8.83,1,0,6,1,Winter,19.283,0.439
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-15,12,45238,1.92,0.0,15.26,1,0,0,1,Winter,7.921,0.211
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-16,12,38288,18.91,3.0,10.32,1,0,1,1,Winter,31.204,0.608
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-17,12,64244,25.87,0.0,9.29,1,0,2,1,Winter,58.29,0.826
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-18,12,54700,6.86,0.0,17.85,1,0,3,1,Winter,28.299,0.572
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-19,12,63443,21.02,0.0,14.3,1,0,4,1,Winter,78.298,0.905
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-20,12,90473,7.22,0.0,8.68,1,0,5,1,Winter,33.359,0.632
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-21,12,52244,7.91,0.0,8.0,1,0,6,1,Winter,36.547,0.666
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-22,12,68302,16.01,0.0,12.5,1,0,0,1,Winter,66.046,0.862
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-23,12,29417,2.58,3.29,2.15,1,0,1,1,Winter,3.64,0.103
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-24,12,54315,8.69,2.32,13.42,1,0,2,1,Winter,19.215,0.438
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-25,12,32793,2.17,0.0,12.7,1,0,3,1,Winter,8.952,0.236
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-26,12,46552,8.04,0.0,13.38,1,1,4,1,Winter,35.821,0.659
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-27,12,75249,22.44,0.0,14.95,1,0,5,1,Winter,81.133,0.912
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-28,12,59776,6.62,0.0,15.96,0,0,6,1,Winter,25.921,0.541
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-29,12,34956,6.49,1.77,18.92,0,0,0,1,Winter,14.657,0.356
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-30,12,27492,4.43,3.62,12.17,0,0,1,1,Winter,4.274,0.12
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-01-31,12,19044,9.1,2.61,8.09,0,0,2,1,Winter,15.207,0.366
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-01,12,23227,10.87,2.01,14.16,0,0,3,2,Winter,22.725,0.494
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-02,12,16839,-3.4,1.21,8.28,0,0,4,2,Winter,0.0,0.0
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-03,12,76361,23.69,0.0,11.4,0,0,5,2,Winter,63.862,0.853
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-04,12,18761,11.78,2.68,10.39,0,0,6,2,Winter,21.402,0.474
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-05,12,32071,8.12,0.0,17.79,0,0,0,2,Winter,28.388,0.573
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-06,12,14620,6.43,0.0,12.61,0,0,1,2,Winter,22.479,0.491
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-07,12,45584,8.19,0.0,9.92,0,0,2,2,Winter,28.632,0.576
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-08,12,53574,5.24,0.0,11.41,0,0,3,2,Winter,18.319,0.423
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-09,12,36209,13.81,0.0,9.88,0,0,4,2,Winter,48.28,0.765
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-10,12,87749,15.01,0.0,9.01,0,0,5,2,Winter,58.772,0.828
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-11,12,36630,13.91,0.0,12.22,0,0,6,2,Winter,54.465,0.805
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-12,12,33636,12.85,0.0,11.82,0,0,0,2,Winter,44.924,0.74
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-13,12,49194,13.33,0.0,14.42,0,0,1,2,Winter,46.602,0.753
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-14,12,24079,11.76,0.0,11.37,0,0,2,2,Winter,41.113,0.709
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-15,12,48049,14.37,0.0,6.08,0,0,3,2,Winter,50.238,0.778
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-16,12,39267,4.87,0.0,14.73,0,0,4,2,Winter,17.026,0.4
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-17,12,31482,4.73,0.0,8.24,0,0,5,2,Winter,18.52,0.426
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-18,12,31839,12.65,0.0,13.52,0,0,6,2,Winter,49.531,0.774
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-19,12,35814,16.3,0.0,15.5,0,0,0,2,Winter,56.985,0.819
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-20,12,56280,21.66,0.62,15.38,0,0,1,2,Winter,56.166,0.815
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-21,12,35759,12.95,0.0,10.92,0,0,2,2,Winter,45.273,0.743
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-22,12,39963,5.74,0.0,5.83,0,0,3,2,Winter,20.067,0.452
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-23,12,47620,9.06,0.0,12.35,0,0,4,2,Winter,31.674,0.613
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-24,12,35041,14.19,0.0,13.2,0,0,5,2,Winter,55.561,0.811
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-25,12,57519,9.11,1.13,8.36,0,0,6,2,Winter,27.609,0.563
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-26,12,38270,8.95,0.0,9.68,0,0,0,2,Winter,31.289,0.609
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-27,12,30761,16.38,0.9,11.85,0,0,1,2,Winter,46.957,0.756
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-28,12,33794,8.87,0.0,8.73,0,0,2,2,Winter,31.01,0.606
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-02-29,12,44983,11.04,0.95,12.12,0,0,3,2,Winter,31.263,0.609
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-01,12,44282,14.01,0.0,14.65,0,0,4,3,Spring,54.135,0.803
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-02,12,44709,16.49,2.86,16.21,0,0,5,3,Spring,30.544,0.6
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-03,12,44585,6.85,1.5,17.38,0,0,6,3,Spring,20.751,0.463
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-04,12,48303,27.09,0.0,9.14,0,0,0,3,Spring,49.884,0.776
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-05,12,33771,14.99,1.07,14.57,0,0,1,3,Spring,45.526,0.745
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-06,12,76941,27.83,0.0,16.12,0,0,2,3,Spring,47.025,0.756
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-07,12,65920,31.19,0.0,5.71,0,0,3,3,Spring,34.042,0.64
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-08,12,33954,3.81,0.0,14.41,0,0,4,3,Spring,14.722,0.357
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-09,12,34188,25.12,0.0,4.87,0,0,5,3,Spring,64.396,0.855
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-10,12,73806,15.19,0.0,11.87,0,0,6,3,Spring,65.737,0.861
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-11,12,46032,21.24,4.78,12.38,0,0,0,3,Spring,3.19,0.091
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-12,12,58951,14.91,0.0,9.29,0,0,1,3,Spring,57.612,0.822
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-13,12,55270,18.23,0.0,4.95,0,0,2,3,Spring,70.441,0.879
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-14,12,32525,10.19,5.04,8.58,0,0,3,3,Spring,0.0,0.0
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-15,12,29946,10.64,0.0,7.01,0,0,4,3,Spring,41.113,0.709
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-16,12,51831,4.91,0.0,7.22,0,0,5,3,Spring,21.249,0.471
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-17,12,88264,15.91,0.0,10.18,0,0,6,3,Spring,68.853,0.873
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-18,12,50331,13.27,0.0,16.71,0,0,0,3,Spring,51.275,0.785
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-19,12,85048,17.28,0.0,16.05,0,0,1,3,Spring,66.77,0.865
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-20,12,70279,16.47,0.0,5.82,0,0,2,3,Spring,63.64,0.852
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-21,12,76438,20.8,1.21,7.63,0,0,3,3,Spring,56.235,0.815
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-22,12,72741,17.16,0.0,11.16,0,0,4,3,Spring,66.306,0.863
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-23,12,75902,15.01,0.97,9.81,0,0,5,3,Spring,52.357,0.792
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-24,12,64628,16.0,0.0,7.09,0,0,6,3,Spring,69.243,0.875
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-25,12,45064,23.28,0.0,14.65,0,0,0,3,Spring,64.606,0.856
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-26,12,59080,24.64,0.0,9.93,0,0,1,3,Spring,59.351,0.831
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-27,12,27035,6.49,0.0,14.39,0,0,2,3,Spring,25.077,0.529
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-28,12,36521,19.02,0.0,10.83,0,0,3,3,Spring,73.493,0.89
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-29,12,21073,19.98,3.1,9.85,0,0,4,3,Spring,29.337,0.585
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-30,12,43959,27.53,1.32,16.02,0,0,5,3,Spring,39.719,0.696
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-03-31,12,69365,20.7,0.0,13.37,0,0,6,3,Spring,83.524,0.918
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-01,12,27453,6.56,1.62,14.37,0,0,0,4,Spring,17.135,0.402
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-02,12,90524,18.83,0.0,4.87,0,0,1,4,Spring,72.759,0.887
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-03,12,59698,23.09,0.0,7.36,0,0,2,4,Spring,65.34,0.859
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-04,12,34820,29.1,0.0,7.04,0,0,3,4,Spring,42.118,0.717
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-05,12,39705,10.31,2.29,13.23,0,0,4,4,Spring,21.592,0.477
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-06,12,45466,11.09,1.88,10.17,0,0,5,4,Spring,29.948,0.593
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-07,12,61789,12.23,0.0,10.73,0,0,6,4,Spring,52.928,0.796
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-08,12,49475,19.38,0.0,10.11,0,0,0,4,Spring,74.884,0.894
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-09,12,33457,12.87,0.0,9.52,0,0,1,4,Spring,49.73,0.775
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-10,12,44206,17.25,0.0,18.67,0,0,2,4,Spring,66.654,0.865
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-11,12,44960,9.96,1.75,9.45,0,0,3,4,Spring,25.016,0.528
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-12,12,62443,25.37,0.0,13.69,0,0,4,4,Spring,56.53,0.817
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-13,12,74348,12.33,0.0,13.64,0,0,5,4,Spring,53.36,0.798
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-14,12,26113,8.62,0.0,7.35,0,0,6,4,Spring,37.305,0.673
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-15,12,41434,22.93,0.0,15.82,0,0,0,4,Spring,65.958,0.862
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-16,12,63879,13.47,0.0,10.99,0,0,1,4,Spring,52.048,0.79
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-17,12,29728,6.45,0.0,9.97,0,0,2,4,Spring,24.923,0.527
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-18,12,34020,10.19,0.0,9.2,0,0,3,4,Spring,39.374,0.693
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-19,12,53514,21.47,0.0,2.93,0,0,4,4,Spring,71.6,0.883
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-20,12,43553,13.62,0.0,7.2,0,0,5,4,Spring,58.943,0.829
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-21,12,79909,10.96,0.0,16.07,0,0,6,4,Spring,47.431,0.759
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-22,12,20805,19.61,3.36,9.84,0,0,0,4,Spring,24.854,0.526
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-23,12,63469,17.61,0.0,13.93,0,0,1,4,Spring,68.045,0.87
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-24,12,66365,29.46,1.16,18.65,0,0,2,4,Spring,31.278,0.609
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-25,12,61752,22.38,0.0,6.54,0,0,3,4,Spring,68.084,0.87
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-26,12,50946,14.89,0.0,18.85,0,0,4,4,Spring,57.535,0.822
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-27,12,41249,9.58,0.0,12.51,0,0,5,4,Spring,41.459,0.712
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-28,12,64530,16.94,0.68,12.78,0,0,6,4,Spring,63.341,0.85
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-29,12,43401,20.15,4.62,12.6,0,0,0,4,Spring,5.829,0.16
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-04-30,12,34347,9.61,0.0,12.36,0,0,1,4,Spring,37.133,0.672
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-01,12,53925,22.52,0.95,16.77,0,0,2,5,Spring,54.71,0.806
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-02,12,32025,17.23,0.0,13.96,0,0,3,5,Spring,66.577,0.864
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-03,12,50223,14.77,0.0,8.99,0,0,4,5,Spring,57.071,0.82
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-04,12,64074,22.17,0.0,13.36,0,0,5,5,Spring,77.163,0.901
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-05,12,36557,7.23,0.0,17.03,0,0,6,5,Spring,31.289,0.609
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-06,12,52435,14.3,2.44,9.11,0,0,0,5,Spring,28.291,0.572
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-07,12,52571,19.65,1.54,13.97,0,0,1,5,Spring,52.542,0.793
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-08,12,59278,15.24,0.0,7.13,0,0,2,5,Spring,58.887,0.829
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-09,12,67679,23.71,1.1,7.55,0,0,3,5,Spring,49.097,0.771
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-10,12,47530,18.79,0.0,7.62,0,0,4,5,Spring,72.605,0.887
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-11,12,79818,20.35,0.0,7.33,0,0,5,5,Spring,85.039,0.922
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-12,12,51993,23.13,1.1,22.95,0,0,6,5,Spring,56.946,0.819
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-13,12,28245,17.97,0.0,11.68,0,0,0,5,Spring,69.436,0.875
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-14,12,35415,13.72,0.0,9.62,0,0,1,5,Spring,53.014,0.796
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-15,12,33079,17.75,0.0,12.59,0,0,2,5,Spring,68.586,0.872
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-16,12,78203,17.66,0.0,14.69,0,0,3,5,Spring,68.238,0.871
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-17,12,81060,18.93,1.65,17.25,0,0,4,5,Spring,49.007,0.77
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-18,12,57862,13.23,2.98,11.33,0,0,5,5,Spring,23.131,0.5
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-19,12,89765,23.48,0.0,13.73,0,0,6,5,Spring,71.493,0.883
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-20,12,48463,18.46,2.94,13.95,0,0,0,5,Spring,29.388,0.586
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-21,12,82762,14.17,0.0,10.75,0,0,1,5,Spring,54.753,0.807
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-22,12,29705,3.39,0.0,13.27,0,0,2,5,Spring,13.099,0.325
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-23,12,49398,13.72,0.0,13.12,0,0,3,5,Spring,53.014,0.796
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-24,12,60918,16.99,0.0,5.61,0,0,4,5,Spring,65.649,0.86
Australia,Melbourne,MEL-001,Flinders St Station,Transit Hub,Infrastructure,-37.8183,144.9671,2024-05-25,12,28078,8.35,2.5,16.56,0,0,5,5,Spring,18.068,0.418
